"Date","Price","Open","High","Low","Vol.","Change %"
"12/31/2024","0.00002118","0.00002114","0.00002187","0.00002053","4,765.82B","0.19%"
"12/30/2024","0.00002114","0.00002134","0.00002186","0.00002058","4,498.46B","-0.94%"
"12/29/2024","0.00002134","0.00002217","0.00002242","0.00002133","3,183.90B","-3.74%"
"12/28/2024","0.00002217","0.00002168","0.00002235","0.00002153","2,708.22B","2.26%"
"12/27/2024","0.00002168","0.00002159","0.00002239","0.00002137","4,153.00B","0.42%"
"12/26/2024","0.00002159","0.00002283","0.00002311","0.00002128","4,716.57B","-5.43%"
"12/25/2024","0.00002283","0.00002348","0.00002404","0.00002260","4,847.26B","-2.81%"
"12/24/2024","0.00002349","0.00002251","0.00002363","0.00002195","5,454.54B","4.35%"
"12/23/2024","0.00002251","0.00002152","0.00002281","0.00002099","6,799.24B","4.60%"
"12/22/2024","0.00002152","0.00002168","0.00002222","0.00002090","5,933.05B","-0.74%"
"12/21/2024","0.00002168","0.00002246","0.00002398","0.00002144","9,877.50B","-3.47%"
"12/20/2024","0.00002246","0.00002157","0.00002269","0.00001859","17,659.98B","4.13%"
"12/19/2024","0.00002157","0.00002405","0.00002448","0.00002114","15,396.11B","-10.31%"
"12/18/2024","0.00002405","0.00002632","0.00002646","0.00002390","10,229.76B","-8.56%"
"12/17/2024","0.00002630","0.00002718","0.00002747","0.00002606","5,881.59B","-3.24%"
"12/16/2024","0.00002718","0.00002788","0.00002827","0.00002656","5,967.55B","-2.48%"
"12/15/2024","0.00002787","0.00002748","0.00002804","0.00002686","4,068.31B","1.42%"
"12/14/2024","0.00002748","0.00002854","0.00002882","0.00002686","5,621.43B","-3.71%"
"12/13/2024","0.00002854","0.00002814","0.00002856","0.00002746","6,240.70B","1.42%"
"12/12/2024","0.00002814","0.00002881","0.00002976","0.00002782","9,439.40B","-2.36%"
"12/11/2024","0.00002882","0.00002717","0.00002932","0.00002602","13,339.98B","5.99%"
"12/10/2024","0.00002719","0.00002731","0.00002769","0.00002424","21,257.80B","-0.44%"
"12/09/2024","0.00002731","0.00003221","0.00003221","0.00002515","22,539.04B","-15.24%"
"12/08/2024","0.00003222","0.00003199","0.00003335","0.00003124","11,771.65B","0.72%"
"12/07/2024","0.00003199","0.00003083","0.00003322","0.00003031","15,239.10B","3.76%"
"12/06/2024","0.00003083","0.00003049","0.00003151","0.00002951","11,677.62B","1.12%"
"12/05/2024","0.00003049","0.00003286","0.00003294","0.00002982","29,132.30B","-7.21%"
"12/04/2024","0.00003286","0.00002862","0.00003298","0.00002861","28,003.75B","14.81%"
"12/03/2024","0.00002862","0.00002991","0.00003089","0.00002670","20,455.11B","-4.31%"
"12/02/2024","0.00002991","0.00003082","0.00003262","0.00002826","26,038.13B","-2.92%"
"12/01/2024","0.00003081","0.00002673","0.00003313","0.00002662","49,269.09B","15.26%"
"11/30/2024","0.00002673","0.00002603","0.00002753","0.00002558","11,625.21B","2.69%"
"11/29/2024","0.00002603","0.00002548","0.00002633","0.00002532","8,224.49B","2.16%"
"11/28/2024","0.00002548","0.00002574","0.00002648","0.00002490","6,556.79B","-1.01%"
"11/27/2024","0.00002574","0.00002436","0.00002584","0.00002407","7,073.21B","5.67%"
"11/26/2024","0.00002436","0.00002475","0.00002541","0.00002345","8,324.21B","-1.58%"
"11/25/2024","0.00002475","0.00002575","0.00002642","0.00002433","12,481.42B","-3.88%"
"11/24/2024","0.00002575","0.00002593","0.00002808","0.00002430","17,036.21B","-0.69%"
"11/23/2024","0.00002593","0.00002542","0.00002803","0.00002492","29,292.19B","2.01%"
"11/22/2024","0.00002542","0.00002477","0.00002570","0.00002432","13,659.04B","2.62%"
"11/21/2024","0.00002477","0.00002387","0.00002541","0.00002306","10,902.15B","3.77%"
"11/20/2024","0.00002387","0.00002474","0.00002481","0.00002340","9,972.88B","-3.52%"
"11/19/2024","0.00002474","0.00002487","0.00002606","0.00002434","15,007.65B","-0.44%"
"11/18/2024","0.00002485","0.00002479","0.00002582","0.00002405","14,127.15B","0.32%"
"11/17/2024","0.00002477","0.00002461","0.00002568","0.00002332","13,714.95B","0.65%"
"11/16/2024","0.00002461","0.00002555","0.00002613","0.00002403","13,828.89B","-3.64%"
"11/15/2024","0.00002554","0.00002342","0.00002597","0.00002263","16,754.83B","9.10%"
"11/14/2024","0.00002341","0.00002581","0.00002676","0.00002286","27,916.92B","-9.30%"
"11/13/2024","0.00002581","0.00002644","0.00002782","0.00002339","45,653.25B","-2.35%"
"11/12/2024","0.00002643","0.00002789","0.00003038","0.00002443","55,302.02B","-5.23%"
"11/11/2024","0.00002789","0.00002605","0.00002874","0.00002449","32,000.82B","7.02%"
"11/10/2024","0.00002606","0.00002045","0.00002797","0.00002016","57,609.10B","27.43%"
"11/09/2024","0.00002045","0.00001903","0.00002047","0.00001852","9,919.82B","7.46%"
"11/08/2024","0.00001903","0.00001915","0.00001945","0.00001842","8,291.75B","-0.63%"
"11/07/2024","0.00001915","0.00001908","0.00001950","0.00001831","8,412.16B","0.37%"
"11/06/2024","0.00001908","0.00001787","0.00001974","0.00001786","18,251.36B","6.77%"
"11/05/2024","0.00001787","0.00001686","0.00001853","0.00001685","7,373.66B","5.99%"
"11/04/2024","0.00001686","0.00001687","0.00001725","0.00001641","4,250.82B","-0.06%"
"11/03/2024","0.00001687","0.00001743","0.00001746","0.00001621","4,016.58B","-3.21%"
"11/02/2024","0.00001743","0.00001758","0.00001793","0.00001727","2,321.72B","-0.85%"
"11/01/2024","0.00001758","0.00001789","0.00001817","0.00001720","5,520.14B","-1.73%"
"10/31/2024","0.00001789","0.00001838","0.00001916","0.00001773","5,972.02B","-2.72%"
"10/30/2024","0.00001839","0.00001906","0.00001932","0.00001822","5,792.53B","-3.52%"
"10/29/2024","0.00001906","0.00001823","0.00001976","0.00001812","11,025.36B","4.55%"
"10/28/2024","0.00001823","0.00001723","0.00001838","0.00001683","6,211.37B","5.80%"
"10/27/2024","0.00001723","0.00001702","0.00001736","0.00001684","2,053.61B","1.23%"
"10/26/2024","0.00001702","0.00001658","0.00001715","0.00001640","3,331.28B","2.65%"
"10/25/2024","0.00001658","0.00001804","0.00001809","0.00001606","5,718.44B","-8.09%"
"10/24/2024","0.00001804","0.00001765","0.00001816","0.00001741","3,261.00B","2.21%"
"10/23/2024","0.00001765","0.00001814","0.00001818","0.00001708","3,859.09B","-2.70%"
"10/22/2024","0.00001814","0.00001836","0.00001860","0.00001796","3,857.22B","-1.25%"
"10/21/2024","0.00001837","0.00001905","0.00001931","0.00001803","6,001.23B","-3.57%"
"10/20/2024","0.00001905","0.00001903","0.00001917","0.00001841","3,371.20B","0.11%"
"10/19/2024","0.00001903","0.00001879","0.00001950","0.00001865","6,321.51B","1.28%"
"10/18/2024","0.00001879","0.00001821","0.00001929","0.00001815","7,814.21B","3.19%"
"10/17/2024","0.00001821","0.00001858","0.00001871","0.00001761","5,096.50B","-1.99%"
"10/16/2024","0.00001858","0.00001824","0.00001910","0.00001792","8,549.32B","1.86%"
"10/15/2024","0.00001824","0.00001871","0.00001896","0.00001754","8,188.95B","-2.51%"
"10/14/2024","0.00001871","0.00001764","0.00001897","0.00001736","7,479.31B","6.07%"
"10/13/2024","0.00001764","0.00001784","0.00001793","0.00001711","3,356.47B","-1.12%"
"10/12/2024","0.00001784","0.00001764","0.00001811","0.00001763","3,654.60B","1.13%"
"10/11/2024","0.00001764","0.00001677","0.00001808","0.00001659","6,092.72B","5.13%"
"10/10/2024","0.00001678","0.00001690","0.00001723","0.00001613","4,792.54B","-0.71%"
"10/09/2024","0.00001690","0.00001725","0.00001798","0.00001677","4,939.00B","-2.03%"
"10/08/2024","0.00001725","0.00001744","0.00001768","0.00001700","4,897.57B","-1.09%"
"10/07/2024","0.00001744","0.00001813","0.00001878","0.00001743","8,200.04B","-3.81%"
"10/06/2024","0.00001813","0.00001745","0.00001879","0.00001711","6,109.38B","3.90%"
"10/05/2024","0.00001745","0.00001739","0.00001792","0.00001691","4,824.67B","0.35%"
"10/04/2024","0.00001739","0.00001607","0.00001771","0.00001596","7,856.55B","8.21%"
"10/03/2024","0.00001607","0.00001627","0.00001674","0.00001552","7,281.39B","-1.29%"
"10/02/2024","0.00001628","0.00001642","0.00001708","0.00001603","9,911.76B","-0.85%"
"10/01/2024","0.00001642","0.00001759","0.00001862","0.00001568","14,614.09B","-6.70%"
"09/30/2024","0.00001760","0.00001935","0.00001935","0.00001749","9,723.94B","-9.04%"
"09/29/2024","0.00001935","0.00001964","0.00002037","0.00001906","7,853.89B","-1.48%"
"09/28/2024","0.00001964","0.00002026","0.00002144","0.00001907","11,343.19B","-3.06%"
"09/27/2024","0.00002026","0.00001862","0.00002158","0.00001856","19,683.09B","8.81%"
"09/26/2024","0.00001862","0.00001525","0.00001933","0.00001492","19,753.84B","22.10%"
"09/25/2024","0.00001525","0.00001483","0.00001573","0.00001473","6,421.79B","2.90%"
"09/24/2024","0.00001482","0.00001448","0.00001490","0.00001429","3,652.05B","2.35%"
"09/23/2024","0.00001448","0.00001453","0.00001486","0.00001423","3,649.14B","-0.41%"
"09/22/2024","0.00001454","0.00001499","0.00001506","0.00001417","3,299.91B","-3.00%"
"09/21/2024","0.00001499","0.00001438","0.00001502","0.00001411","3,272.80B","4.24%"
"09/20/2024","0.00001438","0.00001409","0.00001450","0.00001389","3,678.62B","2.06%"
"09/19/2024","0.00001409","0.00001368","0.00001456","0.00001368","5,490.23B","3.00%"
"09/18/2024","0.00001368","0.00001331","0.00001368","0.00001298","3,501.42B","2.78%"
"09/17/2024","0.00001331","0.00001318","0.00001356","0.00001304","2,581.02B","0.99%"
"09/16/2024","0.00001318","0.00001339","0.00001345","0.00001301","2,949.16B","-1.57%"
"09/15/2024","0.00001339","0.00001373","0.00001385","0.00001332","1,898.98B","-2.48%"
"09/14/2024","0.00001373","0.00001396","0.00001405","0.00001361","2,127.67B","-1.65%"
"09/13/2024","0.00001396","0.00001351","0.00001410","0.00001338","2,848.78B","3.33%"
"09/12/2024","0.00001351","0.00001325","0.00001353","0.00001319","2,149.35B","1.96%"
"09/11/2024","0.00001325","0.00001353","0.00001355","0.00001295","3,018.94B","-2.07%"
"09/10/2024","0.00001353","0.00001354","0.00001368","0.00001331","2,364.75B","0.07%"
"09/09/2024","0.00001352","0.00001308","0.00001371","0.00001299","3,414.68B","3.44%"
"09/08/2024","0.00001307","0.00001287","0.00001316","0.00001281","1,878.41B","1.55%"
"09/07/2024","0.00001287","0.00001280","0.00001302","0.00001272","2,008.00B","0.55%"
"09/06/2024","0.00001280","0.00001319","0.00001344","0.00001233","4,603.85B","-2.96%"
"09/05/2024","0.00001319","0.00001359","0.00001363","0.00001306","2,590.02B","-2.94%"
"09/04/2024","0.00001359","0.00001308","0.00001367","0.00001246","4,490.31B","3.98%"
"09/03/2024","0.00001307","0.00001366","0.00001384","0.00001307","2,446.25B","-4.32%"
"09/02/2024","0.00001366","0.00001316","0.00001371","0.00001311","2,988.11B","3.80%"
"09/01/2024","0.00001316","0.00001384","0.00001386","0.00001308","3,176.68B","-4.91%"
"08/31/2024","0.00001384","0.00001400","0.00001410","0.00001373","1,506.58B","-1.14%"
"08/30/2024","0.00001400","0.00001407","0.00001421","0.00001367","3,952.82B","-0.50%"
"08/29/2024","0.00001407","0.00001385","0.00001453","0.00001382","3,631.28B","1.59%"
"08/28/2024","0.00001385","0.00001377","0.00001417","0.00001343","4,886.42B","0.58%"
"08/27/2024","0.00001377","0.00001462","0.00001483","0.00001344","5,622.06B","-5.81%"
"08/26/2024","0.00001462","0.00001512","0.00001524","0.00001436","4,827.68B","-3.31%"
"08/25/2024","0.00001512","0.00001563","0.00001565","0.00001472","5,013.98B","-3.26%"
"08/24/2024","0.00001563","0.00001529","0.00001609","0.00001509","5,758.11B","2.22%"
"08/23/2024","0.00001529","0.00001405","0.00001549","0.00001403","6,697.46B","8.90%"
"08/22/2024","0.00001404","0.00001410","0.00001437","0.00001385","3,487.85B","-0.43%"
"08/21/2024","0.00001410","0.00001364","0.00001421","0.00001351","3,504.45B","3.37%"
"08/20/2024","0.00001364","0.00001333","0.00001392","0.00001331","4,131.49B","2.33%"
"08/19/2024","0.00001333","0.00001323","0.00001351","0.00001299","3,536.43B","0.76%"
"08/18/2024","0.00001323","0.00001337","0.00001358","0.00001322","1,857.81B","-1.12%"
"08/17/2024","0.00001338","0.00001321","0.00001341","0.00001315","1,497.82B","1.29%"
"08/16/2024","0.00001321","0.00001326","0.00001349","0.00001293","2,756.34B","-0.38%"
"08/15/2024","0.00001326","0.00001361","0.00001375","0.00001313","3,744.48B","-2.57%"
"08/14/2024","0.00001361","0.00001389","0.00001403","0.00001347","3,090.60B","-2.02%"
"08/13/2024","0.00001389","0.00001391","0.00001405","0.00001351","3,230.10B","-0.14%"
"08/12/2024","0.00001391","0.00001339","0.00001409","0.00001329","4,629.25B","3.81%"
"08/11/2024","0.00001340","0.00001409","0.00001467","0.00001328","4,471.15B","-4.90%"
"08/10/2024","0.00001409","0.00001404","0.00001425","0.00001388","2,195.72B","0.36%"
"08/09/2024","0.00001404","0.00001432","0.00001432","0.00001367","4,683.31B","-1.96%"
"08/08/2024","0.00001432","0.00001285","0.00001439","0.00001265","6,718.48B","11.44%"
"08/07/2024","0.00001285","0.00001345","0.00001393","0.00001273","6,789.67B","-4.46%"
"08/06/2024","0.00001345","0.00001323","0.00001404","0.00001314","9,482.30B","1.74%"
"08/05/2024","0.00001322","0.00001334","0.00001394","0.00001084","26,789.50B","-0.90%"
"08/04/2024","0.00001334","0.00001423","0.00001432","0.00001300","6,091.59B","-6.25%"
"08/03/2024","0.00001423","0.00001466","0.00001483","0.00001380","5,296.10B","-2.93%"
"08/02/2024","0.00001466","0.00001579","0.00001587","0.00001462","5,522.85B","-7.16%"
"08/01/2024","0.00001579","0.00001592","0.00001603","0.00001492","5,018.44B","-0.82%"
"07/31/2024","0.00001592","0.00001641","0.00001669","0.00001577","3,835.22B","-2.99%"
"07/30/2024","0.00001641","0.00001663","0.00001684","0.00001603","2,754.27B","-1.32%"
"07/29/2024","0.00001663","0.00001679","0.00001729","0.00001653","3,951.78B","-0.95%"
"07/28/2024","0.00001679","0.00001701","0.00001716","0.00001665","2,144.89B","-1.29%"
"07/27/2024","0.00001701","0.00001696","0.00001758","0.00001674","4,897.18B","0.29%"
"07/26/2024","0.00001696","0.00001639","0.00001701","0.00001639","3,405.67B","3.41%"
"07/25/2024","0.00001640","0.00001680","0.00001687","0.00001583","6,755.96B","-2.38%"
"07/24/2024","0.00001680","0.00001704","0.00001757","0.00001665","4,392.03B","-1.41%"
"07/23/2024","0.00001704","0.00001755","0.00001778","0.00001674","5,377.72B","-2.91%"
"07/22/2024","0.00001755","0.00001824","0.00001830","0.00001744","5,056.62B","-3.78%"
"07/21/2024","0.00001824","0.00001810","0.00001843","0.00001708","6,603.76B","0.77%"
"07/20/2024","0.00001810","0.00001779","0.00001845","0.00001750","7,199.44B","1.74%"
"07/19/2024","0.00001779","0.00001738","0.00001816","0.00001689","10,794.26B","2.36%"
"07/18/2024","0.00001738","0.00001861","0.00001894","0.00001685","24,615.91B","-6.61%"
"07/17/2024","0.00001861","0.00001933","0.00001983","0.00001851","5,419.68B","-3.67%"
"07/16/2024","0.00001932","0.00001928","0.00002011","0.00001843","9,827.70B","0.05%"
"07/15/2024","0.00001931","0.00001764","0.00001939","0.00001749","5,599.69B","9.47%"
"07/14/2024","0.00001764","0.00001712","0.00001777","0.00001707","3,388.95B","3.04%"
"07/13/2024","0.00001712","0.00001649","0.00001738","0.00001644","3,399.06B","3.82%"
"07/12/2024","0.00001649","0.00001623","0.00001663","0.00001579","2,719.56B","1.60%"
"07/11/2024","0.00001623","0.00001641","0.00001699","0.00001617","3,157.86B","-1.10%"
"07/10/2024","0.00001641","0.00001636","0.00001686","0.00001605","3,421.83B","0.31%"
"07/09/2024","0.00001636","0.00001618","0.00001664","0.00001594","4,407.35B","1.05%"
"07/08/2024","0.00001619","0.00001548","0.00001707","0.00001477","9,383.35B","4.59%"
"07/07/2024","0.00001548","0.00001739","0.00001740","0.00001540","5,739.77B","-10.98%"
"07/06/2024","0.00001739","0.00001497","0.00001754","0.00001470","7,266.12B","16.17%"
"07/05/2024","0.00001497","0.00001461","0.00001506","0.00001280","10,129.62B","2.46%"
"07/04/2024","0.00001461","0.00001638","0.00001647","0.00001454","5,946.30B","-10.86%"
"07/03/2024","0.00001639","0.00001725","0.00001744","0.00001614","3,615.91B","-4.99%"
"07/02/2024","0.00001725","0.00001709","0.00001740","0.00001696","2,050.78B","0.94%"
"07/01/2024","0.00001709","0.00001725","0.00001760","0.00001696","2,872.43B","-0.93%"
"06/30/2024","0.00001725","0.00001690","0.00001741","0.00001663","2,326.61B","2.07%"
"06/29/2024","0.00001690","0.00001698","0.00001724","0.00001686","1,164.93B","-0.47%"
"06/28/2024","0.00001698","0.00001755","0.00001792","0.00001683","4,470.38B","-3.25%"
"06/27/2024","0.00001755","0.00001713","0.00001770","0.00001687","3,635.84B","2.45%"
"06/26/2024","0.00001713","0.00001774","0.00001806","0.00001711","3,049.56B","-3.44%"
"06/25/2024","0.00001774","0.00001704","0.00001823","0.00001699","5,381.26B","3.99%"
"06/24/2024","0.00001706","0.00001753","0.00001766","0.00001637","5,714.20B","-2.68%"
"06/23/2024","0.00001753","0.00001799","0.00001821","0.00001743","1,780.79B","-2.50%"
"06/22/2024","0.00001798","0.00001786","0.00001832","0.00001767","1,620.27B","0.67%"
"06/21/2024","0.00001786","0.00001804","0.00001823","0.00001740","4,270.63B","-1.00%"
"06/20/2024","0.00001804","0.00001811","0.00001899","0.00001782","4,437.60B","-0.39%"
"06/19/2024","0.00001811","0.00001808","0.00001891","0.00001798","4,513.86B","0.17%"
"06/18/2024","0.00001808","0.00001932","0.00001943","0.00001719","9,866.82B","-6.47%"
"06/17/2024","0.00001933","0.00002095","0.00002106","0.00001864","6,355.42B","-7.73%"
"06/16/2024","0.00002095","0.00002076","0.00002106","0.00002042","1,893.93B","0.92%"
"06/15/2024","0.00002076","0.00002030","0.00002098","0.00002000","2,660.89B","2.27%"
"06/14/2024","0.00002030","0.00002119","0.00002188","0.00001963","7,269.52B","-4.20%"
"06/13/2024","0.00002119","0.00002221","0.00002222","0.00002099","4,610.72B","-4.64%"
"06/12/2024","0.00002222","0.00002164","0.00002321","0.00002112","9,386.98B","2.63%"
"06/11/2024","0.00002165","0.00002292","0.00002296","0.00002111","7,233.86B","-5.50%"
"06/10/2024","0.00002291","0.00002349","0.00002361","0.00002272","2,934.51B","-2.47%"
"06/09/2024","0.00002349","0.00002320","0.00002364","0.00002298","2,167.54B","1.25%"
"06/08/2024","0.00002320","0.00002371","0.00002410","0.00002303","3,981.25B","-2.15%"
"06/07/2024","0.00002371","0.00002523","0.00002549","0.00002212","8,823.03B","-6.02%"
"06/06/2024","0.00002523","0.00002592","0.00002620","0.00002500","4,870.20B","-2.66%"
"06/05/2024","0.00002592","0.00002461","0.00002631","0.00002451","10,428.17B","5.32%"
"06/04/2024","0.00002461","0.00002444","0.00002466","0.00002340","6,759.36B","0.74%"
"06/03/2024","0.00002443","0.00002463","0.00002538","0.00002428","4,916.18B","-0.81%"
"06/02/2024","0.00002463","0.00002526","0.00002548","0.00002404","4,681.46B","-2.49%"
"06/01/2024","0.00002526","0.00002543","0.00002548","0.00002512","2,523.34B","-0.67%"
"05/31/2024","0.00002543","0.00002588","0.00002631","0.00002490","6,149.61B","-1.78%"
"05/30/2024","0.00002589","0.00002755","0.00002850","0.00002564","12,223.75B","-6.03%"
"05/29/2024","0.00002755","0.00002674","0.00002936","0.00002658","20,704.84B","3.07%"
"05/28/2024","0.00002673","0.00002552","0.00002736","0.00002450","15,277.61B","4.82%"
"05/27/2024","0.00002550","0.00002432","0.00002622","0.00002431","9,572.19B","4.85%"
"05/26/2024","0.00002432","0.00002507","0.00002515","0.00002417","2,984.22B","-2.99%"
"05/25/2024","0.00002507","0.00002440","0.00002525","0.00002431","4,206.95B","2.75%"
"05/24/2024","0.00002440","0.00002459","0.00002507","0.00002366","5,845.13B","-0.77%"
"05/23/2024","0.00002459","0.00002533","0.00002570","0.00002347","9,817.77B","-2.92%"
"05/22/2024","0.00002533","0.00002617","0.00002680","0.00002503","9,821.79B","-3.21%"
"05/21/2024","0.00002617","0.00002608","0.00002662","0.00002509","12,353.32B","0.35%"
"05/20/2024","0.00002608","0.00002386","0.00002608","0.00002354","8,401.49B","9.30%"
"05/19/2024","0.00002386","0.00002476","0.00002509","0.00002363","3,231.21B","-3.63%"
"05/18/2024","0.00002476","0.00002501","0.00002519","0.00002441","3,046.42B","-1.04%"
"05/17/2024","0.00002502","0.00002457","0.00002530","0.00002420","5,127.26B","1.83%"
"05/16/2024","0.00002457","0.00002525","0.00002579","0.00002418","9,152.44B","-2.69%"
"05/15/2024","0.00002525","0.00002297","0.00002554","0.00002288","12,028.90B","9.93%"
"05/14/2024","0.00002297","0.00002333","0.00002437","0.00002289","13,158.27B","-1.54%"
"05/13/2024","0.00002333","0.00002231","0.00002462","0.00002158","12,959.99B","4.57%"
"05/12/2024","0.00002231","0.00002251","0.00002274","0.00002213","1,755.18B","-0.89%"
"05/11/2024","0.00002251","0.00002242","0.00002290","0.00002237","2,536.70B","0.40%"
"05/10/2024","0.00002242","0.00002348","0.00002361","0.00002216","5,837.72B","-4.51%"
"05/09/2024","0.00002348","0.00002254","0.00002375","0.00002233","5,170.93B","4.12%"
"05/08/2024","0.00002255","0.00002299","0.00002324","0.00002235","5,959.06B","-1.91%"
"05/07/2024","0.00002299","0.00002387","0.00002423","0.00002293","5,981.40B","-3.69%"
"05/06/2024","0.00002387","0.00002471","0.00002567","0.00002383","7,907.35B","-3.40%"
"05/05/2024","0.00002471","0.00002505","0.00002522","0.00002432","4,833.47B","-1.36%"
"05/04/2024","0.00002505","0.00002445","0.00002627","0.00002433","9,365.79B","2.45%"
"05/03/2024","0.00002445","0.00002281","0.00002472","0.00002264","9,561.03B","7.19%"
